reason	mode	rem	lines	module	path
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractGlobalDataMsSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractGlobalManagedDataMsSymbol.java
descoped	struct	72	41	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractGlobalManagedProcedureMsSymbol.java
descoped	struct	73	46	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractGlobalProcedureStartMipsMsSymbol.java
descoped	struct	73	45	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractGlobalProcedureStartMsSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractGlobalThreadStorageMsSymbol.java
descoped	struct	73	92	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLabelMsSymbol.java
descoped	struct	73	43	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalDataHLSLMsSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalDataMsSymbol.java
descoped	struct	72	53	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalIntermediateLanguageSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalManagedDataMsSymbol.java
descoped	struct	72	41	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalManagedProcedureMsSymbol.java
descoped	struct	73	60	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalOrParameterRelativeToVirtualFramePointerMsSymbol.java
descoped	struct	73	60	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalOrParameterStoredInRegisterMsSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalProcedureReferenceMsSymbol.java
descoped	struct	73	46	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalProcedureStartMipsMsSymbol.java
descoped	struct	73	45	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalProcedureStartMsSymbol.java
descoped	struct	72	42	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalSlotIndexFieldedLILMsSymbol.java
descoped	struct	73	83	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalSymbolInOptimizedCodeMsSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractLocalThreadStorageMsSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractManagedDataMsSymbol.java
descoped	struct	73	64	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractManagedLocalOrParameterRelativeToAlternateFramePointerMsSymbol.java
descoped	struct	73	77	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractManagedLocalOrParameterStoredInManyRegisterMsSymbol.java
descoped	struct	73	182	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractManagedProcedureMsSymbol.java
descoped	struct	73	58	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractManagedSymbolWithSlotIndexFieldMsSymbol.java
descoped	struct	72	70	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractManyRegisterVariable2MsSymbol.java
descoped	struct	72	70	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractManyRegisterVariableMsSymbol.java
descoped	trait	71	120	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractMsSymbol.java
descoped	struct	72	70	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractObjectNameMsSymbol.java
descoped	struct	72	42	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractParameterSlotIndexFieldedLILMsSymbol.java
descoped	struct	72	77	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractProcedureMsSymbol.java
descoped	struct	73	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractProcedureReferenceMsSymbol.java
descoped	struct	73	193	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractProcedureStartIa64MsSymbol.java
descoped	struct	73	162	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractProcedureStartMipsMsSymbol.java
descoped	struct	74	154	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractProcedureStartMsSymbol.java
descoped	struct	73	61	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractPublic16Or3216MsSymbol.java
descoped	struct	73	81	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractPublic32MsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractPublicMsSymbol.java
descoped	struct	73	73	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractReferenceMsSymbol.java
descoped	struct	72	126	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractRegisterDimensionalityDARMsSymbol.java
descoped	struct	72	74	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractRegisterMsSymbol.java
descoped	struct	72	93	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractRegisterRelativeAddressMsSymbol.java
descoped	struct	73	41	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractStandardUserDefinedTypeMsSymbol.java
descoped	struct	2	47	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractSymbolInternals.java
descoped	struct	73	85	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractThreadStorageMsSymbol.java
descoped	struct	72	255	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractThunkMsSymbol.java
descoped	struct	2	40	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractUnknownMsSymbol.java
descoped	struct	73	67	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractUserDefinedTypeMsSymbol.java
descoped	struct	72	48	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractUsingNamespaceMsSymbol.java
descoped	struct	72	52	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractVirtualFunctionTableMsSymbol.java
descoped	struct	72	113	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AbstractWithMsSymbol.java
descoped	struct	72	61	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AddressGap.java
descoped	struct	71	70	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AddressRange.java
descoped	struct	2	58	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AlignMsSymbol.java
descoped	struct	72	77	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AnnotationMsSymbol.java
descoped	struct	73	64	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AnnotationReferenceMsSymbol.java
descoped	struct	72	134	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ArmSwitchTableMsSymbol.java
descoped	struct	72	53	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AttribLocOrParamReltoAMPMsSymbol.java
descoped	struct	72	53	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AttribLocOrParamReltoVFPMsSymbol.java
descoped	struct	72	53	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AttributedLocalOrParameterSIMRMsSymbol.java
descoped	struct	72	52	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/AttributedLocalOrParameterSIRMsSymbol.java
descoped	struct	2	60	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/BadMsSymbol.java
descoped	struct	72	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/BasePointerRelative16MsSymbol.java
descoped	struct	72	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/BasePointerRelative3216MsSymbol.java
descoped	struct	72	52	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/BasePointerRelative32MsSymbol.java
descoped	struct	72	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/BasePointerRelative32StMsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Block16MsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Block32MsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Block32StMsSymbol.java
descoped	struct	72	76	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/BuildInformationMsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/CalleesMsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/CallersMsSymbol.java
descoped	struct	72	67	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ChangeExecutionModel16MsSymbol.java
descoped	struct	72	73	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ChangeExecutionModel32MsSymbol.java
descoped	struct	73	52	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/CobolUserDefinedType16MsSymbol.java
descoped	struct	73	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/CobolUserDefinedTypeMsSymbol.java
descoped	struct	73	52	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/CobolUserDefinedTypeStMsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Compile2MsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Compile2StMsSymbol.java
descoped	trait	73	357	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Compile3MsSymbol.java
descoped	struct	73	118	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/CompileFlagsMsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/Constant16MsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ConstantMsSymbol.java
descoped	struct	72	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ConstantStMsSymbol.java
descoped	struct	2	58	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/CvReservedMsSymbol.java
descoped	struct	73	60	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DataReferenceMsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DataReferenceStMsSymbol.java
descoped	struct	72	134	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DataSymbolInternals.java
descoped	struct	72	52	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DeferredProcedureCallPointerTagRegDimDARMsSymbol.java
descoped	struct	71	48	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DeferredProcedureCallPointerTagToSymbolRecordMapEntry.java
descoped	struct	73	70	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DeferredProcedureCallPointerTagToSymbolRecordMapMsSymbol.java
descoped	struct	2	64	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DefinedMultipleAddressRanges2005MsSymbol.java
descoped	struct	2	64	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DefinedSingleAddressRange2005MsSymbol.java
descoped	struct	72	61	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DefinedSingleAddressRangeMsSymbol.java
descoped	struct	72	145	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/DiscardedByLinkMsSymbol.java
descoped	struct	2	58	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/EndArgumentsListMsSymbol.java
descoped	struct	2	55	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/EndMsSymbol.java
descoped	struct	73	97	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/EnregisteredFieldOfSymbolDARMsSymbol.java
descoped	struct	73	85	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/EnregisteredSymbolDARMsSymbol.java
descoped	struct	72	78	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/EnregisteredSymbolRelativeDARMsSymbol.java
descoped	struct	72	63	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/EntryThisMsSymbol.java
descoped	struct	72	105	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/EnvironmentBlockMsSymbol.java
descoped	struct	72	94	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ExportMsSymbol.java
descoped	struct	72	420	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/ExtraFrameAndProcedureInformationMsSymbol.java
descoped	struct	73	112	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/FileStaticMsSymbol.java
descoped	struct	72	62	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/FramePointerRelativeDARMsSymbol.java
descoped	struct	72	62	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/FramePointerRelativeFullScopeDARMsSymbol.java
descoped	struct	72	144	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/FrameSecurityCookieMsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalData16MsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalData3216MsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalData32MsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalData32StMsSymbol.java
descoped	struct	73	79	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalDataHLSL32ExtMsSymbol.java
descoped	struct	73	85	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalDataHLSL32MsSymbol.java
descoped	struct	73	85	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalDataHLSLMsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalManagedDataMsSymbol.java
descoped	struct	73	50	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalManagedDataStMsSymbol.java
descoped	struct	72	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalManagedProcedureMsSymbol.java
descoped	struct	72	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalManagedProcedureStMsSymbol.java
descoped	struct	73	55	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedure32IdMsSymbol.java
descoped	struct	72	56	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureIa64IdMsSymbol.java
descoped	struct	73	56	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureMipsIdMsSymbol.java
descoped	struct	73	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureStart16MsSymbol.java
descoped	struct	73	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureStart3216MsSymbol.java
descoped	struct	73	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureStart32MsSymbol.java
descoped	struct	73	51	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureStart32StMsSymbol.java
descoped	struct	72	56	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureStartIa64MsSymbol.java
descoped	struct	72	56	format	Ghidra/Features/PDB/src/main/java/ghidra/app/util/bin/format/pdb2/pdbreader/symbol/GlobalProcedureStartIa64StMsSymbol.java
